adult_no,child_no,weekend_nights_no,weekday_nights_no,lead_time,avg_price_per_room,special_requests_no,month,prev_show_rate,canceled
2,0,0,2,265,109,0,6,0.5,1
2,0,2,3,64,112.2,0,4,0.5,0
1,0,0,1,0,109,1,10,0.5,0
1,0,0,2,91,65,0,9,0.67,0
2,0,1,3,127,90,0,4,0.5,0
2,0,0,3,73,85,0,7,0.5,0
2,0,0,4,36,168.73,0,12,0.5,0
2,0,1,3,17,100.38,0,12,0.5,0
2,0,2,5,164,99.45,0,7,0.5,1
2,0,0,1,0,160,0,9,0.5,0
2,0,2,1,37,126,1,10,0.5,0
3,0,1,2,191,96.9,0,8,0.5,0
2,2,2,4,33,95,2,10,0.5,0
2,0,2,1,32,94.5,3,9,0.5,0
1,0,1,1,3,98.8,0,9,0.5,0
2,0,2,1,53,100.5,1,7,0.5,0
2,0,1,0,8,0,1,6,1,0
2,0,2,1,107,80.75,1,5,0.5,1
2,0,0,1,55,104,0,4,0.5,0
2,0,1,2,84,89.75,0,4,0.5,0
2,2,0,2,0,156,1,8,0.5,0
2,0,1,1,1,136,2,6,0.5,0
2,0,0,2,29,85,1,12,0.5,0
2,0,0,4,41,87.54,1,10,0.5,0
2,0,0,2,86,100,0,9,0.5,0
2,0,2,2,167,108.9,1,10,0.5,1
2,0,0,3,34,107.1,1,6,0.5,0
2,0,1,2,101,80,0,4,0.5,1
2,0,0,3,259,90,0,5,0.5,1
2,0,0,2,122,105.3,1,5,0.5,0
2,0,0,1,1,80,2,2,0.5,0
2,0,0,2,107,142.2,0,8,0.5,0
2,0,0,3,35,131.4,1,4,0.5,0
1,0,0,2,192,95,0,6,0.5,0
2,0,0,2,4,111,0,4,0.5,1
2,0,1,3,85,85,1,10,0.5,0
3,0,0,4,137,130.95,0,8,0.5,1
2,0,0,2,74,101.5,0,9,0.5,0
1,0,2,1,116,82,0,2,0.5,0
2,0,2,2,34,94.5,2,9,0.5,0
2,0,2,1,56,109.8,0,8,0.5,1
2,0,2,4,149,72.25,0,7,0.5,1
2,0,2,2,12,55.72,0,2,0.5,0
3,0,1,1,52,158.4,1,10,0.5,1
2,0,1,4,191,69,0,3,0.5,0
2,0,0,3,37,105,0,10,0.5,0
2,0,0,3,57,219.6,0,12,0.5,1
1,0,2,3,9,44.8,0,1,0.5,0
2,0,0,1,7,120,0,10,0.5,0
2,0,1,2,78,100,0,3,0.5,1
2,0,0,1,0,109,0,6,0.5,0
0,2,1,2,78,115.68,1,8,0.5,0
2,0,1,2,31,75,0,9,0.5,0
2,0,0,2,37,134.1,1,6,0.5,0
2,0,2,1,8,124.1,1,5,0.5,0
4,0,0,2,32,214.75,1,8,0.5,0
2,0,1,2,48,75,0,10,0.5,0
2,0,1,2,89,72.25,2,11,0.5,0
1,0,1,0,0,80,0,3,0.5,0
2,0,0,1,15,139,1,9,0.5,0
1,0,0,1,10,66,0,1,0.5,0
1,0,0,3,43,115.5,0,5,0.5,0
2,1,1,1,27,195.5,2,8,0.5,0
2,0,2,0,386,115,1,10,0.5,1
1,0,0,1,72,84,0,9,0.5,0
2,0,2,1,10,107.8,3,10,0.5,0
2,0,0,3,37,105,0,10,0.5,0
2,0,2,3,170,78,0,4,0.5,0
1,0,0,2,265,90,0,6,0.5,0
2,0,1,1,49,105.3,0,7,0.5,1
2,0,0,3,51,80.3,1,2,0.5,0
1,0,1,0,3,129,1,2,0.5,0
2,0,0,2,265,115,1,6,0.5,1
2,0,2,0,34,125.1,2,9,0.5,0
2,0,0,1,1,103,1,2,0.5,0
2,0,2,0,77,125.1,0,5,0.5,0
1,0,2,5,60,96.17,1,6,0.5,1
2,0,2,2,56,185,0,9,0.5,0
2,0,2,0,0,69.74,0,6,0.5,0
2,2,2,3,136,172.55,0,7,0.5,1
1,0,0,3,4,95,1,1,0.5,0
2,1,1,2,68,166.35,2,9,0.5,0
2,0,0,1,1,108,1,11,0.5,0
2,0,1,3,61,102,0,3,0.5,0
2,0,1,2,40,203.73,2,5,0.5,0
2,0,2,5,6,78.69,0,11,0.5,1
2,0,0,3,58,79.2,0,11,0.5,1
1,0,0,2,35,76.5,1,3,0.5,0
2,0,0,2,177,100,0,6,0.5,1
2,0,0,4,13,88.4,1,12,0.5,0
1,0,2,4,245,110,0,7,0.5,1
2,0,1,2,189,109.8,0,10,0.5,1
2,0,2,1,271,78.3,0,12,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
2,0,2,4,207,80.75,1,7,0.5,0
2,0,2,2,108,104,2,12,0.5,0
2,0,0,3,39,51.19,0,3,0.5,0
2,1,0,1,11,150,1,11,0.5,1
2,0,1,2,177,127.8,1,8,0.5,1
2,0,0,1,15,115,3,9,0.5,0
2,0,0,1,10,156,1,5,0.5,0
3,0,2,2,60,130.9,0,12,0.5,1
2,0,0,3,21,116.1,0,10,0.5,1
2,0,2,0,24,71.69,1,9,0.5,0
1,1,2,3,76,98.5,1,4,0.5,0
2,0,0,3,146,94.5,1,7,0.5,0
1,0,0,2,188,130,0,6,0.5,1
2,0,2,1,114,76.5,0,7,0.5,1
2,0,0,4,256,90.95,0,8,0.5,1
2,0,1,3,210,72.75,0,10,0.5,0
2,0,0,1,16,93,0,11,0.5,0
2,0,0,2,64,168.3,1,9,0.5,0
2,0,0,3,105,75,0,10,0.5,0
2,0,1,0,0,105,0,8,0.5,0
2,0,2,0,37,78.5,1,2,0.5,0
2,0,2,5,54,119.7,0,7,0.5,1
3,0,0,3,81,168.3,0,9,0.5,1
3,0,0,1,2,197,1,5,0.5,0
2,0,2,0,61,91,0,10,0.5,0
2,0,2,3,11,85,0,2,0.5,0
2,0,2,2,4,81,0,2,0.5,1
2,0,0,2,63,116,0,9,0.5,0
2,0,0,2,320,115,1,8,0.5,1
2,1,1,3,3,106,2,2,0.5,0
2,0,2,1,62,118.8,0,4,0.5,1
2,0,0,3,91,132.3,2,10,0.5,1
2,0,1,0,123,146.7,0,8,0.5,0
2,0,0,3,13,86.8,1,3,0.5,0
2,0,0,4,152,98,0,11,0.5,0
2,0,1,1,180,100,1,5,0.5,0
2,2,4,10,222,158.95,0,8,0.5,1
2,0,2,2,47,119.52,0,9,0.5,0
2,0,0,3,88,117,1,5,0.5,0
2,0,0,3,26,140.67,0,4,0.5,1
2,0,2,3,17,94.95,1,10,0.5,0
2,0,2,5,104,109.65,0,5,0.5,1
2,0,1,2,7,120,0,12,0.5,0
2,0,1,2,128,67.22,0,3,0.5,0
1,0,0,3,11,62,0,3,0.5,0
2,0,0,1,6,91,0,3,0.5,0
2,0,2,4,23,68,0,3,0.5,0
2,0,0,3,304,89,0,11,0.5,1
2,0,2,1,4,94.5,0,8,0.5,0
3,0,1,2,25,187,1,8,0.5,1
3,0,0,4,65,122.65,0,12,0.5,0
1,0,0,1,21,68,1,2,0.5,0
3,0,1,1,45,131.4,1,3,0.5,1
2,0,2,3,25,149.4,0,4,0.5,1
1,0,0,2,5,100,0,5,0.5,0
2,0,1,1,247,115,1,6,0.5,1
2,0,0,3,6,160,2,10,0.5,0
2,1,2,1,25,127.67,2,4,0.5,0
2,0,0,3,52,79.2,2,12,0.5,0
2,0,0,2,18,69,2,12,0.5,0
2,0,0,4,296,117,1,9,0.5,1
2,0,1,1,174,70,0,10,0.5,1
3,0,0,3,31,114.3,2,3,0.5,0
1,0,0,3,166,110,0,11,0.5,1
1,2,0,3,30,181.8,1,9,0.5,0
2,0,2,2,68,75.65,1,4,0.5,1
2,0,2,3,194,77.23,2,4,0.5,0
2,0,2,1,145,65,0,1,0.5,0
2,0,0,2,292,115,0,7,0.5,1
2,0,1,1,0,118.8,0,9,0.5,1
2,0,0,4,24,127.48,1,5,0.5,0
2,0,1,2,124,114.3,0,5,0.5,0
2,0,2,2,44,87.2,0,12,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
1,0,0,2,164,100,0,10,0.5,0
2,0,0,4,153,91.38,1,7,0.5,0
2,1,3,9,155,119.71,1,8,0.5,1
2,0,0,1,0,119,0,6,0.5,0
2,0,0,1,29,139,1,7,0.5,0
2,0,1,3,59,109.8,1,8,0.5,0
1,0,0,3,91,65,0,9,0.83,0
2,0,0,1,76,131.4,0,7,0.5,1
2,0,0,3,93,96.3,3,4,0.5,0
1,0,1,2,4,0,1,2,1,0
2,0,0,2,25,137,1,4,0.5,0
2,0,0,2,245,75,0,6,0.5,1
3,0,0,3,74,92.65,0,12,0.5,0
2,0,1,1,275,62.8,0,6,0.5,1
2,0,0,1,14,160,0,10,0.5,1
1,0,0,2,265,90,0,6,0.5,0
2,0,3,5,122,81.26,2,8,0.5,0
1,0,0,4,158,114.75,1,5,0.5,1
2,0,1,2,119,99.3,0,4,0.5,0
1,0,1,0,6,89,0,10,0.5,0
2,0,0,2,122,85,0,4,0.5,1
2,0,2,2,60,75,0,3,0.5,1
2,0,0,2,1,102.6,0,9,0,0
2,0,2,2,121,90.95,0,6,0.5,0
2,0,1,1,301,115,1,7,0.5,1
2,0,2,1,349,78.3,0,12,0.5,1
1,0,0,1,59,121.5,0,5,0.5,1
1,0,0,3,71,120,0,6,0.5,0
2,0,0,4,200,105.4,1,8,0.5,1
2,0,1,2,71,101.87,1,10,0.5,0
1,0,0,1,105,65,0,9,0.85,0
2,0,0,2,6,116,0,11,0.5,0
1,0,0,1,76,69.3,1,4,0.5,0
1,0,0,2,29,90.25,2,9,0.5,0
2,0,2,3,179,119.85,0,9,0.5,1
2,0,1,0,81,76.5,2,12,0.5,0
2,0,0,3,35,109,2,10,0.5,0
2,0,1,1,60,126.9,1,5,0.5,0
1,0,0,1,34,65,0,7,0.5,0
1,0,1,1,0,86,0,1,0.5,0
2,0,1,3,5,139,1,7,0.5,0
2,0,2,0,48,109.8,1,9,0.5,0
2,0,2,3,54,132.6,0,5,0.5,1
1,0,1,2,57,75.33,0,6,0.5,0
1,0,0,2,5,65,0,9,0.5,0
2,0,2,1,130,68,0,11,0.5,0
2,1,4,6,57,113.85,0,12,0.5,0
2,0,0,3,89,96.3,0,4,0.5,0
2,0,0,3,221,79.5,2,12,0.5,1
1,0,0,2,1,40,1,11,1,0
1,0,2,1,116,76,0,2,0.5,0
2,0,1,1,139,90.95,0,9,0.5,0
2,0,0,1,55,104,0,4,0.5,0
2,0,1,1,247,109,0,6,0.5,1
2,0,0,2,74,109,0,9,0.5,0
1,0,0,1,2,75,0,12,0.5,0
3,0,1,1,47,150.3,2,7,0.5,0
2,0,0,1,56,120,0,6,0.5,0
2,0,2,1,96,94.5,0,7,0.5,0
2,0,2,1,156,103.5,0,8,0.5,1
1,0,0,3,166,110,0,11,0.5,1
2,0,2,3,268,78,0,4,0.5,1
2,0,2,3,32,85,0,3,0.5,0
1,0,0,1,0,0,0,10,1,0
2,0,0,2,107,130,1,6,0.5,0
1,0,0,3,159,187.85,0,5,0.5,1
3,0,0,3,46,168.3,2,8,0.5,0
2,0,0,4,17,74.8,2,11,0.5,0
2,0,2,3,57,112.2,0,4,0.5,1
2,0,1,0,1,106,1,1,0.5,0
2,0,2,3,159,134.46,2,9,0.5,1
1,0,1,0,24,108,1,9,0.5,0
2,0,0,5,17,90.95,1,11,0.5,0
1,0,2,1,9,79,0,2,0.5,1
3,0,0,2,111,168.3,3,9,0.5,0
2,0,0,2,74,101.5,0,9,0.5,0
2,0,0,2,56,82,0,9,0.5,0
2,0,0,2,5,110,1,5,0.5,0
2,1,0,1,3,106,3,8,1,0
2,0,1,2,194,102.25,1,8,0.5,1
1,0,0,1,3,95,0,6,0.5,0
1,0,0,1,19,85.5,0,10,0.5,0
2,1,1,2,33,102.37,1,2,0.5,0
2,0,0,1,0,129,1,6,0.5,0
2,0,0,1,0,106,2,8,0.5,0
2,0,0,2,69,102.6,0,11,0.5,0
1,0,0,2,7,92.4,1,10,0.5,0
2,0,1,2,40,82.1,1,3,0.5,0
2,0,1,0,184,105.3,1,7,0.5,1
2,1,1,4,73,135,1,10,0.5,1
2,0,0,3,213,130,0,6,0.5,1
2,0,1,1,79,76.5,0,4,0.5,1
2,0,2,1,6,108,2,5,0.5,0
2,0,0,2,29,85,0,12,0.5,0
2,0,1,1,11,107,0,10,0.5,0
2,0,0,2,29,85,2,12,0.5,0
2,0,2,3,52,73.95,0,2,0.5,1
2,0,0,2,30,88.4,0,3,0.5,0
1,0,0,1,1,67,1,4,1,0
1,0,0,3,16,76,0,3,0.5,0
1,0,2,2,48,81,0,5,0.5,0
2,0,1,2,315,160,0,9,0.5,1
1,0,2,0,3,150,2,10,0.5,0
1,0,0,1,0,90,0,10,0.5,0
2,0,0,2,69,106,0,9,0.5,0
2,0,2,2,99,89.25,0,5,0.5,1
2,1,2,1,73,94,1,4,0.5,0
1,0,0,2,181,120,0,10,0.5,1
2,0,0,1,30,125.1,2,9,0.5,0
2,0,2,2,56,60,0,11,0.5,0
2,0,2,0,83,75,0,12,0.5,0
2,0,0,1,0,125.1,0,5,0.5,0
2,0,2,3,92,96.9,1,12,0.5,0
2,0,1,2,11,93.8,0,2,0,0
2,0,0,2,67,98.1,1,9,0.5,1
2,0,2,2,25,64.64,0,2,0.5,0
2,0,1,1,32,105,1,7,0.5,0
2,0,1,0,286,90,0,10,0.5,1
2,0,2,2,80,74.8,1,3,0.5,0
2,0,0,5,186,90.95,2,7,0.5,1
1,0,1,0,263,59.5,0,9,0.5,0
2,0,2,1,103,94.5,0,7,0.5,1
2,0,0,3,114,140.4,0,6,0.5,1
1,0,2,4,245,110,0,7,0.5,1
1,0,1,0,24,95,0,10,1,0
2,0,0,2,39,109,1,8,0.5,0
2,0,2,1,29,66,1,12,0.5,0
1,0,0,1,2,0,3,10,0.78,0
1,0,2,7,14,88.33,0,3,0.5,1
2,0,0,3,37,105,0,10,0.5,0
2,0,1,2,273,95,0,5,0.5,1
2,1,0,3,124,143.1,1,5,0.5,1
2,0,0,2,104,114,1,10,0.5,1
2,0,2,5,51,75.6,1,9,0.5,0
2,0,0,3,65,135.9,3,9,0.5,0
2,0,2,1,179,108.9,2,10,0.5,1
2,0,1,2,4,70,0,1,0.5,0
2,0,1,1,80,93.6,0,11,0.5,1
2,0,0,1,56,125.1,1,7,0.5,0
1,0,0,1,221,73,0,8,0.5,0
2,0,1,0,263,67,0,9,0.5,0
2,0,0,3,160,70,0,12,0.5,0
2,0,2,0,174,115.2,0,6,0.5,1
1,0,0,1,19,75,0,11,0.5,0
2,0,0,2,63,116,0,9,0.5,0
1,0,1,0,0,81,0,1,0.5,0
1,0,2,0,5,92.4,1,9,0.5,0
1,0,0,1,0,69.84,0,6,0.5,0
1,0,0,2,86,87.5,0,9,0.5,0
2,0,1,2,38,55.59,0,1,0.5,0
2,0,2,5,38,101.83,1,9,0.5,0
2,0,0,3,176,125.1,0,9,0.5,1
1,0,1,1,13,79,0,7,0.5,0
3,0,0,3,156,122.4,0,12,0.5,0
2,0,1,3,182,112.2,1,8,0.5,1
2,0,1,3,11,113.34,1,9,0.5,0
2,0,1,0,28,126,0,10,0.5,1
2,0,2,1,87,112.25,1,10,0.5,0
3,0,1,2,99,159.3,0,5,0.5,1
2,0,2,1,13,85,0,10,0.5,0
2,0,0,3,18,146,1,5,0.5,0
1,0,0,3,6,75,0,11,0.5,0
1,0,2,2,162,115,0,10,0.5,1
2,1,2,3,4,168.5,2,6,0.5,0
1,0,0,2,15,80,1,8,0.5,1
2,0,0,3,23,159,2,9,0.5,0
2,0,0,3,7,156,1,5,0.5,0
0,2,0,3,40,6.67,1,1,0.5,0
1,0,0,2,102,80,0,10,0.5,1
2,0,0,2,141,128.8,1,9,0.5,0
1,0,2,1,40,71.64,0,10,0.5,0
2,0,0,3,42,80.3,1,2,0.5,0
2,0,0,3,12,65,0,8,0.5,0
2,0,2,3,54,74.15,2,10,0.5,0
2,0,1,1,24,124,2,9,0.5,0
1,0,0,2,0,75,0,3,0.5,1
3,0,0,1,0,168.3,2,8,0.5,0
2,0,0,2,59,85,0,10,0.5,0
2,0,0,4,33,67.5,1,8,0.5,1
2,0,0,3,11,160,0,5,0.5,0
2,0,1,1,63,80.1,0,3,0.5,1
2,0,0,2,56,75,0,11,0.5,0
2,0,2,2,36,126.9,2,5,0.5,0
1,0,2,1,93,115,0,10,0.5,1
0,2,1,1,92,81.5,2,10,0.5,0
2,0,0,1,23,166,1,8,0.5,0
1,0,2,3,27,143.3,1,11,0.5,0
2,2,2,1,57,228.6,0,4,0.5,1
2,0,2,1,8,107,0,6,0.5,0
2,0,0,1,5,130,1,8,0.5,0
2,0,0,2,13,96,1,1,0.5,0
2,0,2,1,55,91.51,1,9,0.5,0
2,0,1,0,12,90,2,8,0.5,0
2,0,1,2,418,107,0,9,0.5,1
2,0,0,4,270,80,1,4,0.5,0
1,0,2,4,245,110,0,7,0.5,1
2,0,0,3,69,114.9,1,6,0.5,0
2,0,0,3,150,90,1,6,0.5,0
2,0,0,1,105,75,0,4,0.5,1
1,0,0,2,192,95,0,6,0.5,0
2,0,1,3,16,124,2,9,0.5,0
2,0,0,4,133,118.8,3,9,0.5,0
2,0,0,3,2,101,1,3,0.5,0
2,0,0,2,8,131,1,6,0.5,0
2,0,0,2,141,90,0,11,0.5,0
2,0,2,2,134,65,0,12,0.5,0
3,0,0,4,62,146.7,2,7,0.5,0
1,0,0,2,164,100,0,10,0.5,0
2,0,0,2,96,118.8,1,6,0.5,0
2,0,1,2,37,69.9,0,2,0.5,1
2,0,2,1,38,85.5,0,9,0.5,0
3,0,0,2,2,169,3,3,0.5,0
2,0,1,2,43,126.9,1,7,0.5,0
2,0,2,5,38,85,0,8,0.5,0
2,0,1,1,9,114.5,2,9,0.5,0
1,0,2,2,32,141.53,2,9,0.5,0
2,0,0,4,88,88.7,0,3,0.5,0
2,0,1,3,115,89.25,0,9,0.5,0
2,0,1,0,0,0,0,8,0.5,0
2,0,1,2,99,161.1,2,11,0.5,0
2,0,0,2,22,81,1,2,0.5,0
3,0,2,2,8,144.5,1,4,0.5,0
1,0,2,3,81,103.5,0,7,0.5,0
2,1,1,2,81,135,0,10,0.5,1
2,0,1,1,58,102.15,1,10,0.5,0
2,0,1,2,273,95,0,5,0.5,1
1,0,0,1,4,0,0,10,0.5,0
1,0,0,1,79,86.4,1,12,0.5,0
2,0,2,3,57,66.53,1,9,0.5,0
2,0,2,5,29,79.54,1,1,0.5,0
2,0,0,4,18,112.8,0,5,0.5,1
2,0,1,1,88,112.2,0,10,0.5,0
2,0,2,3,25,75.6,0,9,0.5,0
2,0,0,4,84,118.15,1,4,0.5,0
2,0,1,2,1,121,2,4,0.5,0
1,0,0,1,0,0,0,1,1,0
1,0,0,1,8,95,1,4,0.5,0
2,0,0,2,8,91,1,2,0.5,1
2,0,0,2,1,99.33,1,8,0.5,0
3,1,0,4,110,139.5,1,12,0.5,0
3,0,2,1,3,150.33,0,6,0.5,0
2,0,0,1,54,69.5,1,3,0.5,0
2,0,0,2,64,94.5,1,4,0.5,0
2,0,1,2,52,85,0,5,0.5,0
2,0,0,4,232,81.82,1,8,0.5,1
3,0,0,4,71,105,0,12,0.5,0
2,0,2,3,23,123.8,0,8,0.5,1
2,1,1,3,2,93,2,2,0.5,0
2,0,0,2,63,116,0,9,0.5,0
1,2,2,3,10,215,0,5,0.5,1
2,0,0,2,122,85,0,4,0.5,1
2,0,0,5,150,114.66,1,8,0.5,0
2,0,2,3,359,78,1,10,0.5,0
1,0,1,1,118,110,0,6,0.5,0
2,0,0,2,74,101.5,0,9,0.5,0
2,0,0,3,304,89,0,11,0.5,1
3,0,0,3,25,167,0,4,0.5,1
2,0,0,1,0,89,0,3,0.5,0
2,0,1,2,41,105.9,2,10,0.5,0
2,0,0,4,244,90.95,0,8,0.5,1
2,0,1,2,11,85,0,10,0.5,0
2,0,0,3,36,60,0,1,0.5,0
1,0,0,2,192,95,0,6,0.5,0
2,0,1,0,77,105.3,1,6,0.5,1
2,0,1,0,30,108,3,12,0.5,0
2,0,0,4,217,90.1,2,5,0.5,1
2,0,1,2,23,79,1,2,0.5,1
2,0,0,3,1,116.27,1,7,0.5,0
1,0,0,1,12,106.25,0,5,0.5,0
2,0,2,2,56,74.8,3,11,0.5,0
2,0,2,1,110,94.5,0,7,0.5,1
2,1,1,2,9,149,0,4,0.5,1
2,0,0,3,43,106.8,0,3,0.5,0
1,0,1,2,219,76.67,1,9,0.5,0
2,0,1,1,87,105.3,0,4,0.5,1
2,0,1,5,22,105,2,9,0.5,0
1,0,0,2,6,0,0,12,0.5,0
2,0,1,2,305,89,0,11,0.5,1
1,0,0,1,7,86,1,3,0.5,0
1,0,1,1,3,80,0,3,1,0
1,0,0,3,91,90.9,1,4,0.5,0
2,0,0,4,100,100,0,9,0.5,1
2,1,2,0,91,107.1,1,8,0.5,0
2,0,0,3,19,89,1,1,0.5,0
2,0,0,5,128,103.5,0,8,0.5,1
2,0,1,1,42,118.5,1,10,0.5,0
2,0,1,3,18,85,0,10,0.5,0
1,0,0,2,103,115,0,4,0.5,1
2,0,0,1,94,79.2,1,12,0.5,0
2,0,0,4,78,105,0,4,0.5,0
2,0,0,1,4,72,1,3,0.5,0
1,0,0,4,1,121.5,1,6,0.5,0
1,0,2,2,2,98.21,0,10,0.5,0
2,0,1,1,59,89.1,1,6,0.5,0
2,0,2,3,16,77.53,0,12,0.5,0
2,0,1,0,24,0,0,8,0.5,0
2,0,0,2,57,135.9,1,8,0.5,0
2,0,2,2,20,134,1,4,0.5,0
2,0,1,2,0,103,1,5,0.5,0
2,0,1,2,121,90,0,6,0.5,1
2,0,1,1,27,95,0,10,0.5,0
2,1,1,0,50,111.6,2,12,0.5,0
2,0,2,1,110,94.5,0,7,0.5,1
3,0,2,2,16,180.5,0,7,0.5,1
2,0,2,3,92,49.74,0,7,0.5,1
2,0,2,3,76,110.15,1,3,0.5,0
1,0,0,3,146,65,0,12,0.5,0
2,0,1,5,9,142,0,8,0.5,1
2,0,1,2,12,122.33,0,4,0.5,1
2,0,0,2,102,101.5,0,10,0.5,1
2,0,0,3,57,80.3,0,2,0.5,0
2,0,0,1,31,125.1,1,9,0.5,0
2,0,2,3,142,95.79,1,8,0.5,0
2,0,0,2,292,115,0,7,0.5,1
2,0,1,2,54,96,1,11,0.5,1
2,0,0,2,21,110,1,10,0.5,1
2,0,0,3,44,75,0,2,0.5,0
1,0,0,1,1,104.72,1,7,0.5,0
2,0,0,2,30,121,0,9,0.5,0
2,0,0,5,186,90.95,1,7,0.5,1
2,0,0,3,36,88,0,12,0.5,1
2,0,0,1,138,114.3,1,5,0.5,0
2,0,0,5,162,62,1,3,0.5,0
2,0,0,1,2,85,0,10,0.5,0
2,0,1,3,100,73.95,0,3,0.5,0
2,0,0,4,97,60.5,1,12,0.5,0
3,0,1,2,33,95,0,1,0.5,0
2,0,0,4,86,88.83,1,3,0.5,1
1,0,2,4,245,110,0,7,0.5,1
2,0,2,2,24,58,1,12,0.5,0
3,0,1,2,89,137.7,2,7,0.5,0
2,0,2,1,66,58.9,0,7,0.5,0
1,0,0,1,5,66,0,2,1,0
2,0,0,1,41,110,0,9,0.5,0
3,0,0,2,45,98.1,0,12,0.5,0
1,0,0,2,1,65,0,9,0.5,0
2,0,0,3,11,143.33,0,4,0.5,1
2,0,0,2,9,0,0,10,0.5,0
3,0,1,2,161,96.9,1,7,0.5,0
1,0,2,1,2,72.5,0,8,0.5,1
1,0,1,2,13,87.78,1,5,0.5,0
2,0,0,4,1,105,1,3,0.5,0
2,0,1,3,38,88.8,0,6,0.5,1
2,0,1,3,166,89.25,2,10,0.5,0
2,0,0,2,68,65,0,9,0.5,0
1,0,0,2,256,90,0,6,0.5,0
2,0,1,2,418,107,0,9,0.5,1
2,0,0,1,0,160,0,9,0.5,0
2,0,1,2,133,113.6,0,8,0.5,1
2,0,0,2,273,109,0,7,0.5,1
2,0,2,3,17,90,1,8,0.5,0
2,0,0,4,88,72.25,0,7,0.5,0
2,0,0,3,80,95.24,1,4,0.5,0
1,0,2,1,16,95,0,10,0.5,0
1,0,0,3,15,117.67,0,4,0.5,1
2,0,0,3,59,139.5,1,10,0.5,1
1,0,0,2,32,73,0,11,0.5,0
2,0,0,3,213,130,0,6,0.5,1
2,0,1,2,161,130,0,3,0.5,1
2,0,2,5,17,90.34,1,12,0.5,0
2,0,2,5,155,101.88,1,7,0.5,1
2,0,2,3,49,75.95,1,1,0.5,0
2,0,0,2,257,101.5,0,7,0.5,1
2,0,2,2,50,67.66,0,3,0.5,1
2,0,1,1,247,115,1,6,0.5,1
2,1,2,4,64,115.03,2,4,0.5,0
2,2,0,1,24,206,0,12,0.5,0
2,0,0,5,10,90,1,8,0.5,0
2,0,2,2,59,75,0,11,0.5,0
1,0,0,2,164,100,0,10,0.5,0
1,0,0,2,32,73,0,11,0.5,0
2,0,2,1,122,107,1,3,0.5,0
1,0,0,3,276,95.67,0,9,0.5,0
2,0,1,3,18,105.64,1,9,0.5,0
2,0,0,3,116,90,1,11,0.5,0
1,0,1,2,38,75.3,0,2,0.5,1
2,0,1,2,41,121.33,1,11,0.5,1
2,1,1,5,6,104,2,8,0.5,0
1,0,0,3,47,120,0,9,0.5,0
2,2,1,2,9,115.67,3,8,0.5,0
1,0,0,1,0,133,1,9,0.5,1
3,0,0,3,1,183.5,0,12,0.5,0
2,0,2,3,118,107.95,0,5,0.5,0
1,0,0,2,0,80,0,8,0.5,0
1,0,0,4,12,120.06,1,11,0.5,0
1,0,1,4,89,68,1,7,0.5,1
1,0,0,1,38,67.6,1,3,0.5,0
2,0,0,1,41,93.45,1,1,0.5,0
2,0,0,0,145,0,1,7,0.5,0
2,0,1,1,83,105.3,1,3,0.5,0
2,0,0,4,1,159.38,2,11,0.5,0
1,0,0,2,192,95,0,6,0.5,0
3,0,2,7,178,127.22,1,7,0.5,1
1,0,0,3,166,110,0,11,0.5,1
2,0,0,3,44,75,0,2,0.5,0
2,0,1,3,237,90.95,2,10,0.5,1
2,0,0,2,163,94.5,0,7,0.5,1
2,2,0,2,22,240,1,7,0.5,0
2,0,1,4,7,143.2,2,9,0.5,0
1,0,2,5,20,68.85,1,11,0.5,0
2,0,2,2,54,88.4,1,12,0.5,0
2,0,0,4,89,76.5,0,8,0.5,1
2,0,2,1,2,123,0,10,0.5,0
2,0,0,3,112,120,1,6,0.5,1
2,1,2,3,153,122.91,0,12,0.5,0
1,0,0,1,7,95,0,10,0.5,0
1,0,0,2,6,0,0,12,0.5,0
2,0,0,4,14,72,1,5,0.5,0
2,0,0,2,36,135.9,1,8,0.5,1
2,0,0,2,39,101.5,0,8,0.5,0
1,0,1,3,10,107,0,3,0.5,0
2,1,1,2,6,169,2,7,0.5,0
2,0,1,2,112,79.2,1,12,0.5,1
2,0,3,7,18,75.99,0,12,0.5,0
2,0,1,2,66,87.3,1,9,0.5,0
1,0,0,2,377,90,0,10,0.5,0
2,0,0,2,71,87.3,0,4,0.5,1
2,1,0,1,16,105.4,2,12,0.5,0
2,0,1,3,9,63.75,0,9,0.5,0
2,0,0,2,102,101.5,0,10,0.5,1
2,0,0,3,103,95,0,5,0.5,1
2,0,2,0,146,95,0,4,0.5,1
2,0,2,1,130,85.5,2,8,0.5,0
2,0,1,3,0,115,0,8,0.5,0
2,0,1,0,4,99,2,6,0.5,0
2,0,2,1,88,75,0,12,0.5,0
2,0,1,0,85,105.3,0,7,0.5,0
2,0,1,4,63,88.4,3,11,0.5,0
2,0,2,5,85,90.95,0,4,0.5,1
3,0,1,0,11,127,1,2,0.5,0
1,0,0,1,3,79,1,3,1,0
2,0,1,1,94,90.45,0,10,0.5,1
2,0,2,5,119,85.61,0,6,0.5,1
2,0,1,2,130,102.58,0,3,0.5,0
2,0,0,2,30,88.4,0,3,0.5,0
1,0,0,1,0,140,0,7,0.5,0
2,0,2,1,5,120.33,2,9,0.5,0
2,0,0,2,42,158.4,1,9,0.5,0
